date,period,country_filter,rank,country,isin,name,buy_amount,sell_amount,net_buy_amount
2026-04-17,1M,미국,34,미국,US09175A2069,BITMINE IMMERSION TECHNOLOGI,87739105,57180668,30558437
2026-04-17,1M,미국,35,미국,US25461A4452,DIREXION DAILY PLTR BULL 2X SHARES,87965722,58278911,29686811
2026-04-17,1M,미국,36,미국,US4642874402,ISHARES 7-10 YEAR TREASURY BOND ETF,39123278,9780367,29342911
2026-04-17,1M,미국,37,미국,US74347R1077,PROSHARES ULTRA SP 500 ETF,36311859,8023364,28288495
2026-04-17,1M,미국,38,미국,VGG794831062,SEALSQ CR WI ORD,39329190,11762523,27566667
2026-04-17,1M,미국,39,미국,US8807701029,TERADYNE INC,52780539,26279159,26501379
2026-04-17,1M,미국,40,미국,US7707001027,ROBINHOOD MARKETS INC,49754057,23686360,26067697
2026-04-17,1M,미국,41,미국,US03823U1025,APPLIED OPTOELECTRONICS INC,115092956,89130679,25962278
2026-04-17,1M,미국,42,미국,US31816X1063,FIREFLY AEROSPACE INC,45959400,20008859,25950541
2026-04-17,1M,미국,43,미국,US07134L1070,BATTALION OIL CORP CHAN 007014605 US40537Q8033,45116412,19863976,25252436
2026-04-17,1M,미국,44,미국,US46152A6689,TRADR 2X LONG SNDK DAILY ETF,144986461,119890097,25096364
2026-04-17,1M,미국,45,미국,US67079K1007,NUSCALE POWER CORP CL A MRGR 009185329 KYG8377A1085,62079661,37152829,24926832
2026-04-17,1M,미국,46,미국,US0420682058,ARM HOLDINGS PLC SPON ADS EACH REP 1 ORD SHS,87594230,62820022,24774208
2026-04-17,1M,미국,47,미국,VGG9604C1234,MEIWU TECHNOLOGY COMPANY LI COM NPV (POST REV SPT) SPLR 973833116 VGG9604C1150,28483599,4101846,24381753
2026-04-17,1M,미국,48,미국,US02156V1098,ALTC ACQUISITION CORP,52565754,28265899,24299855
2026-04-17,1M,미국,49,미국,US74347X8645,PROSHARES ULTRAPRO SP 500 ETF,46791452,22626388,24165064
2026-04-17,1M,미국,50,미국,US0636793855,MICROSECTORS FANG 3X LEV ETN,47984050,24872689,23111360
2026-04-17,1M,홍콩,1,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),17102099,2458101,14643998
2026-04-17,1M,홍콩,2,홍콩,BMG8437G3195,CHINA STAR ENTERTAINMENT LTD PARI 39532707614 HKEX2902XXX2 BMG8437G3278,7752524,249974,7502550
2026-04-17,1M,홍콩,3,홍콩,HK0001205258,XL2CSOPHYNIX,52775303,49557686,3217617
2026-04-17,1M,홍콩,4,홍콩,HK0000218211,HUA HONG SEMICONDUCTOR LTD,5004203,2673213,2330990
2026-04-17,1M,홍콩,5,홍콩,CNE1000009W5,CHONGQING MACHINERY AND ELECTRIC CO LTD-H,1814771,15556,1799215
2026-04-17,1M,홍콩,6,홍콩,KYG8020E1199,SEMICONDUCTOR MANUFACTURING INTL CORP,12724573,10984518,1740055
2026-04-17,1M,홍콩,7,홍콩,CNE1000004Y2,ZTE CORP-H,1583067,246975,1336092
2026-04-17,1M,홍콩,8,홍콩,CNE100007DJ5,03986,2015535,680618,1334917
2026-04-17,1M,홍콩,9,홍콩,CNE100007DD8,06082,1615921,330283,1285638
2026-04-17,1M,홍콩,10,홍콩,KYG8211U1040,SMART CITY DEVELOPMENT HOLDINGS PARI 008143408 HKEXBMDXQ129,1176566,46494,1130073
2026-04-17,1M,홍콩,11,홍콩,CNE1000076K9,DEEPEXI TECH,1031388,14180,1017208
2026-04-17,1M,홍콩,12,홍콩,KYG970081173,WUXI BIOLOGICS CAYMAN INC,2892890,1879879,1013010
2026-04-17,1M,홍콩,13,홍콩,KYG6525F1028,NIO INC CL A,3358408,2349910,1008498
2026-04-17,1M,홍콩,14,홍콩,HK0000736774,CSOP HUATAI PINEBRIDGE CSI PHOTOVOLTAIC INDUSTRY ETF,1105067,151077,953990
2026-04-17,1M,홍콩,15,홍콩,KYG6181S1093,00100,8505614,7592274,913341
2026-04-17,1M,홍콩,16,홍콩,KYG7611S1075,ROBOSENSE,2401128,1527609,873519
2026-04-17,1M,홍콩,17,홍콩,HK0883013259,CNOOC LTD,1438612,607328,831284
2026-04-17,1M,홍콩,18,홍콩,CNE100001T80,CGN POWER CO LTD-H,2843181,2052112,791069
2026-04-17,1M,홍콩,19,홍콩,CNE1000003W8,PETROCHINA CO LTD-H,1606102,885308,720794
2026-04-17,1M,홍콩,20,홍콩,CNE100000X85,ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY CO LTD-H,769520,124786,644734
2026-04-17,1M,홍콩,21,홍콩,HK0001121349,XL2CSOPSMSN,23968643,23339221,629422
2026-04-17,1M,홍콩,22,홍콩,CNE100000304,DONGFANG ELECTRIC CORP LTD-H,2592014,1995581,596433
2026-04-17,1M,홍콩,23,홍콩,CNE100003F19,WUXI APPTEC CO LTD-H,729918,138324,591593
2026-04-17,1M,홍콩,24,홍콩,KYG211861045,CHINA SANJIANG FINE CHEMICALS CO LTD,588372,3091,585282
2026-04-17,1M,홍콩,25,홍콩,CNE1000003C0,HARBIN ELECTRIC CO LTD-H,648867,73144,575724
2026-04-17,1M,홍콩,26,홍콩,KYG521051063,JU TENG INTERNATIONAL HOLDINGS LTD,827762,263247,564515
2026-04-17,1M,홍콩,27,홍콩,HK0066009694,MTR CORP LTD,529241,0,529241
2026-04-17,1M,홍콩,28,홍콩,BMG5800U1071,MAN WAH HOLDINGS LTD,492625,4374,488251
2026-04-17,1M,홍콩,29,홍콩,CNE100000387,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS-H,489326,4332,484993
2026-04-17,1M,홍콩,30,홍콩,HK0941009539,CHINA MOBILE LTD,852948,387634,465315
2026-04-17,1M,홍콩,31,홍콩,GB0005405286,HSBC HOLDINGS PLC,437048,7016,430032
2026-04-17,1M,홍콩,32,홍콩,KYG1122A1013,BINJIANG SERVICE GROUP CO LTD,412842,0,412842
2026-04-17,1M,홍콩,33,홍콩,CNE1000031W9,GANFENGLITHIUM ORD H,1137404,725143,412261
2026-04-17,1M,홍콩,34,홍콩,CNE1000002J7,COSCO SHIPPING HOLDINGS CO LTD-H,505023,112735,392288
2026-04-17,1M,홍콩,35,홍콩,KYG4417G1064,02525,454404,122269,332135
2026-04-17,1M,홍콩,36,홍콩,KYG211081248,CHINA MEDICAL SYSTEM HOLDINGS LTD,336972,9249,327723
2026-04-17,1M,홍콩,37,홍콩,BMG677491539,ORIENT OVERSEAS INTL LTD,309477,9544,299934
2026-04-17,1M,홍콩,38,홍콩,KYG7170M1033,POP MART INTL GROUP LTD,4341591,4098458,243133
2026-04-17,1M,홍콩,39,홍콩,KYG5257K1076,KINGBOARD LAMINATES HOLDINGS LTD,477892,252931,224961
2026-04-17,1M,홍콩,40,홍콩,HK0000516697,GLOBAL X CHINA BIOTECH ETF (HKD),707701,487525,220176
2026-04-17,1M,홍콩,41,홍콩,KYG4790P1037,03696,357869,140064,217804
2026-04-17,1M,홍콩,42,홍콩,HK0000672946,CSOP HANG SENG TECH INDEX DAILY 2X LEVERAGED ETF,499208,282364,216844
2026-04-17,1M,홍콩,43,홍콩,KYG248141163,COWELL E HOLDINGS INC,234311,26275,208036
2026-04-17,1M,홍콩,44,홍콩,KYG245241032,COUNTRY GARDEN HOLDINGS CO LTD,336553,134168,202386
2026-04-17,1M,홍콩,45,홍콩,CNE100005LL8,CALB ORD H,586954,391826,195128
2026-04-17,1M,홍콩,46,홍콩,CNE100000502,ZIJIN MINING GROUP CO LTD-H,284524,102960,181565
2026-04-17,1M,홍콩,47,홍콩,HK0000811882,CHERVON HOLDINGS LTD,187739,10665,177074
2026-04-17,1M,홍콩,48,홍콩,KYG5264S1012,KINGSOFT CLOUD,283214,119039,164175
2026-04-17,1M,홍콩,49,홍콩,KYG0330A1013,ALPHAMAB ONCOLOGY,162883,1160,161723
2026-04-17,1M,홍콩,50,홍콩,HK0000057395,ISHARES CORE CSI 300 ETF HKD,178810,29591,149219
2026-04-17,1M,중국,1,중국,CNE100000KC0,CHINA NATIONAL CHEMICAL ENGINEERING CO LTD-A,3732493,82381,3650112
2026-04-17,1M,중국,2,중국,CNE100003X09,CHINA ASSET MANAGEMENT CO HX CSI5G COMMUNICATIONS,3478452,2794,3475658
2026-04-17,1M,중국,3,중국,CNE0999003Z6,Fullgoal Shanghai Composite ETF,2162699,0,2162699
2026-04-17,1M,중국,4,중국,CNE000001F70,SANY HEAVY INDUSTRY CO LTD-A,2426002,535178,1890824
2026-04-17,1M,중국,5,중국,CNE100000TP3,LUXSHARE PRECISION INDUSTRY CO LTD-A,1793053,429817,1363236
2026-04-17,1M,중국,6,중국,CNE000001303,HUAGONG TECH CO LTD-A,1442516,160435,1282082
2026-04-17,1M,중국,7,중국,CNE100000T32,TIANQI LITHIUM CORP-A,1400027,197910,1202118
2026-04-17,1M,중국,8,중국,CNE100000SF6,GANFENG LITHIUM CO LTD-A,2185630,1267992,917638
2026-04-17,1M,중국,9,중국,CNE100002SH8,HWABAO WP FUND MANAGEMENT CO LTD FORTUNE,915339,714,914625
2026-04-17,1M,중국,10,중국,CNE100000B81,IFLYTEK CO LTD-A,845934,36669,809266
2026-04-17,1M,중국,11,중국,CNE100004561,E FUND MANAGEMENT,1868736,1132165,736571
2026-04-17,1M,중국,12,중국,CNE100004DL8,CHINAAMC SSE SCIENCE AND TECHNOLOGY INNOVATION BOARD 50 ETF,733031,38033,694997
2026-04-17,1M,중국,13,중국,CNE000000RB8,TBEA CO LTD-A,817933,170742,647191
2026-04-17,1M,중국,14,중국,CNE100001FR6,LONGI GREEN ENERGY TECHNOLOGY CO LTD-A,808450,333365,475084
2026-04-17,1M,중국,15,중국,CNE1000019R4,JIANGSU HENGLI HYDRAULIC CO LTD-A,589297,177456,411841
2026-04-17,1M,중국,16,중국,CNE000000L08,Zangge Mining Co Ltd,404339,3959,400381
2026-04-17,1M,중국,17,중국,CNE100000072,ZHEJIANG YINLUN MACHINERY CO LTD-A,451165,52764,398400
2026-04-17,1M,중국,18,중국,CNE000000FK4,SHENZHEN KAIFA TECHNOLOGY CO LTD-A,581431,227927,353504
2026-04-17,1M,중국,19,중국,CNE100002FZ7,SHENZHEN KINWONG ELECTRONIC CO LTD-A,299998,8374,291624
2026-04-17,1M,중국,20,중국,CNE100002XM8,WILL SEMICONDUCTOR CO LTD-A,394234,122854,271380
2026-04-17,1M,중국,21,중국,CNE100005K10,SHENZHEN LONGSYS ELECTRONICS CO LTD,336732,72716,264016
2026-04-17,1M,중국,22,중국,CNE100003GF5,AVARY HOLDING SHENZHEN CO LTD-A,312892,52446,260446
2026-04-17,1M,중국,23,중국,CNE100000TX7,CBGF,243190,2076,241114
2026-04-17,1M,중국,24,중국,CNE100001VW3,ZHEJIANG HUAYOU COBALT CO LTD-A,272312,46295,226018
2026-04-17,1M,중국,25,중국,CNE000001B66,JIANGSU YANGNONG CHEMICAL CO LTD-A,218469,0,218469
2026-04-17,1M,중국,26,중국,CNE100000KW8,CHINA XD ELECTRIC CO LTD-A,292549,75521,217029
2026-04-17,1M,중국,27,중국,CNE1000006C3,TONGFU MICROELECTRONICS CO LTD-A,243817,27914,215904
2026-04-17,1M,중국,28,중국,CNE100002896,CHINA NUCLEAR ENGINEERING AND CONSTRUCTION CO LTD-A,1336005,1139219,196786
2026-04-17,1M,중국,29,중국,CNE0000016W2,TDG HOLDINGS CO LTD-A,188131,0,188131
2026-04-17,1M,중국,30,중국,CNE000000T83,JIANGSU ETERN CO LTD-A,184114,5729,178385
2026-04-17,1M,중국,31,중국,CNE100000B24,ZIJIN MINING GROUP CO LTD-A,760446,589988,170458
2026-04-17,1M,중국,32,중국,CNE100000767,CHINA SHENHUA ENERGY CO-A,269609,104443,165165
2026-04-17,1M,중국,33,중국,CNE000000TK5,ZTE CORP-A,262982,99645,163337
2026-04-17,1M,중국,34,중국,CNE100000SP5,WUS PRINTED CIRCUIT (KUNSHAN) CO LTD-A,529123,371932,157190
2026-04-17,1M,중국,35,중국,CNE000000PY4,YUTONG BUS CO LTD-A,167565,17927,149638
2026-04-17,1M,중국,36,중국,CNE1000008X5,ZHEJIANG HAILIANG CO LTD-A,150623,1332,149291
2026-04-17,1M,중국,37,중국,CNE000000S01,YUNTIANHUA,149839,5546,144293
2026-04-17,1M,중국,38,중국,CNE000000SM3,CHINA SPACESAT CO LTD-A,209303,72864,136439
2026-04-17,1M,중국,39,중국,CNE000000T18,CHINA NORTHERN RARE-EARTH GROUP HI-TECH CO LTD-A,306560,184720,121840
2026-04-17,1M,중국,40,중국,CNE100002R57,SHANGHAI ATHUB CO LTD-A,122205,3521,118684
2026-04-17,1M,중국,41,중국,CNE0000012Q3,BTG HOTELS GROUP CO LTD-A,116936,5702,111234
2026-04-17,1M,중국,42,중국,CNE100001Y42,CHAOZHOU THREE-CIRCLE GROUP CO LTD-A,104877,0,104877
2026-04-17,1M,중국,43,중국,CNE1000008F2,COSCO SHIPPING DEVELOPMENT CO LTD-A,94817,125,94692
2026-04-17,1M,중국,44,중국,CNE0000009Y3,TSINGTAO BREWERY CO LTD-A,105784,14532,91252
2026-04-17,1M,중국,45,중국,CNE100002BR3,YUNNAN ENERGY NEW MATERIAL CO LTD-A,745852,663157,82694
2026-04-17,1M,중국,46,중국,CNE100000F46,CHINA STATE CONSTRUCTION ENGINEERING CORP LTD-A,204706,128830,75876
2026-04-17,1M,중국,47,중국,CNE100003MK3,GRACE FABRIC TECHNOLOGY CO LTD,101602,27162,74440
2026-04-17,1M,중국,48,중국,CNE0000019Z9,HEILONGJIANG AGRICULTURE CO LTD-A,78759,4646,74113
2026-04-17,1M,중국,49,중국,CNE100002TP9,PROYA COSMETICS CO LTD-A,109263,37290,71973
2026-04-17,1M,중국,50,중국,CNE100001CY9,ZHONGJI INNOLIGHT CO LTD-A,502263,430620,71643
2026-04-17,1M,일본,1,일본,JP3236330001,KIOXIA HOLDINGS,53574279,33102613,20471666
2026-04-17,1M,일본,2,일본,JP3910660004,TOKIO MARINE HOLDINGS INC,10221810,2509894,7711916
2026-04-17,1M,일본,3,일본,JP3811000003,FUJIKURA LTD,11709292,6969972,4739320
2026-04-17,1M,일본,4,일본,JP3914400001,MURATA MANUFACTURING CO LTD,10775272,6046482,4728790
2026-04-17,1M,일본,5,일본,JP3379550001,"NIPPON MINING HOLDINGS,INC.",5427590,1565964,3861626
2026-04-17,1M,일본,6,일본,JP3827200001,FURUKAWA ELECTRIC CO LTD,25814168,23466131,2348037
2026-04-17,1M,일본,7,일본,JP3143600009,ITOCHU CORP,5808795,3659391,2149404
2026-04-17,1M,일본,8,일본,JP3902400005,MITSUBISHI ELECTRIC CORP,2913682,918089,1995593
2026-04-17,1M,일본,9,일본,JP3134800006,IHI CORP,3337363,1586486,1750877
2026-04-17,1M,일본,10,일본,JP3877600001,MARUBENI CORP,6976665,5471288,1505377
2026-04-17,1M,일본,11,일본,JP3756600007,NINTENDO CO LTD,9079181,7612554,1466627
2026-04-17,1M,일본,12,일본,JP3051210007,GX JPY ULTRA ST,1428577,20213,1408364
2026-04-17,1M,일본,13,일본,JP3407400005,SUMITOMO ELECTRIC INDUSTRIES LTD,4184640,2794245,1390394
2026-04-17,1M,일본,14,일본,JP3890310000,MS AND AD INSURANCE GROUP HOLDINGS INC,1981994,659981,1322013
2026-04-17,1M,일본,15,일본,JP3885780001,MIZUHO FINANCIAL GROUP INC,1769374,478728,1290646
2026-04-17,1M,일본,16,일본,JP3046680009,NEXT FUNDS TOPIX-17 COMMERCIAL AND WHOLESALE TRADE ETF,4041311,2881018,1160293
2026-04-17,1M,일본,17,일본,JP3585800000,TOKYO ELECTRIC POWER CO INC,1656665,560423,1096242
2026-04-17,1M,일본,18,일본,JP3224200000,KAWASAKI HEAVY INDUSTRIES LTD,1861504,783159,1078346
2026-04-17,1M,일본,19,일본,JP3050020001,NEXT FUNDS JAPAN HIGH DIVIDEND EQUITY ACTIVE EXCHA,1076161,392,1075769
2026-04-17,1M,일본,20,일본,JP3164720009,RENESAS ELECTRONICS CORP,1734304,674167,1060138
2026-04-17,1M,일본,21,일본,JP3969750003,RIGAKU HLDG CORP,2827421,1816437,1010984
2026-04-17,1M,일본,22,일본,JP3633400001,TOYOTA MOTOR CORP,3130113,2218194,911919
2026-04-17,1M,일본,23,일본,JP3049870003,GLOBAL X US TECH TOP 20 ETF,1883663,1012728,870935
2026-04-17,1M,일본,24,일본,JP3046710004,NEXT FUNDS TOPIX-17 FINANCIALS (EX BANK) ETF,997698,179098,818601
2026-04-17,1M,일본,25,일본,JP3751300009,MIPOX CORP,846061,98501,747561
2026-04-17,1M,일본,26,일본,JP3335410001,SANTEC HLDG CORP ORD,4240456,3514796,725660
2026-04-17,1M,일본,27,일본,JP3048390003,NEXT FUNDS NIKKEI 225 HIGH DIVIDEND YIELD STOCK 50 INDEX ETF,1436742,770010,666732
2026-04-17,1M,일본,28,일본,JP3027630007,NEXT FUNDS TOPIX ETF,1131922,482251,649671
2026-04-17,1M,일본,29,일본,JP3169800004,ENPLAS CORP,636246,24981,611265
2026-04-17,1M,일본,30,일본,JP3665000000,NICHIRIN CO LTD,587810,0,587810
2026-04-17,1M,일본,31,일본,JP3381000003,NIPPON STEEL CORP,661496,102428,559068
2026-04-17,1M,일본,32,일본,JP3050640006,315A,591530,52601,538928
2026-04-17,1M,일본,33,일본,JP3528600004,CHIYODA CORP,948332,422136,526196
2026-04-17,1M,일본,34,일본,JP3386380004,J.FRONT RETAILING CO LTD,1053797,547711,506086
2026-04-17,1M,일본,35,일본,JP3765150002,HARMONIC DRIVE SYSTEMS INC,3989602,3496013,493589
2026-04-17,1M,일본,36,일본,JP3915350007,MEIKO ELECTRONICS CO LTD,779185,289498,489687
2026-04-17,1M,일본,37,일본,JP3165000005,SOMPO HOLDINGS INC,1134036,653209,480828
2026-04-17,1M,일본,38,일본,JP3414870000,SEIKOH GIKEN CO LTD,1748170,1289570,458600
2026-04-17,1M,일본,39,일본,JP3027710007,ISHARES CORE NIKKEI 225 ETF,860712,415401,445312
